Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
2788;1912;Stockholm;Tennis;Tennis;PARTON, Mabel Branwell;GBR;Women;Singles Indoor;Bronze
2789;1912;Stockholm;Tennis;Tennis;HANNAM, Edith Margaret;GBR;Women;Singles Indoor;Gold
2790;1912;Stockholm;Tennis;Tennis;CASTENSCHIOLD, Thora Gerda Sophie;DEN;Women;Singles Indoor;Silver
2791;1912;Stockholm;Tug of War;Tug of War;ANDERSSON, Arvid Leander;SWE;Men;Tug Of War;Gold
2792;1912;Stockholm;Tug of War;Tug of War;BERGMAN, Adolf;SWE;Men;Tug Of War;Gold
2793;1912;Stockholm;Tug of War;Tug of War;EDMAN, Johan Victor;SWE;Men;Tug Of War;Gold
2794;1912;Stockholm;Tug of War;Tug of War;FREDRIKSSON, Erik Algot;SWE;Men;Tug Of War;Gold
2795;1912;Stockholm;Tug of War;Tug of War;GUSTAFSSON, August;SWE;Men;Tug Of War;Gold
2796;1912;Stockholm;Tug of War;Tug of War;JONSSON, Carl;SWE;Men;Tug Of War;Gold
2797;1912;Stockholm;Tug of War;Tug of War;LARSSON, Eric Victor;SWE;Men;Tug Of War;Gold
2798;1912;Stockholm;Tug of War;Tug of War;LINDSTRÖM, Carl Herbert;SWE;Men;Tug Of War;Gold
2799;1912;Stockholm;Tug of War;Tug of War;CHAFFE, Walter;GBR;Men;Tug Of War;Silver
2800;1912;Stockholm;Tug of War;Tug of War;DOWLER, Joseph;GBR;Men;Tug Of War;Silver
2801;1912;Stockholm;Tug of War;Tug of War;HUMPHREYS, Frederick Harkness;GBR;Men;Tug Of War;Silver
2802;1912;Stockholm;Tug of War;Tug of War;HYNES, Mathias;GBR;Men;Tug Of War;Silver
2803;1912;Stockholm;Tug of War;Tug of War;MILLS, Edwin Archer;GBR;Men;Tug Of War;Silver
2804;1912;Stockholm;Tug of War;Tug of War;MUNRO, Alexander;GBR;Men;Tug Of War;Silver
2805;1912;Stockholm;Tug of War;Tug of War;SEWELL, John;GBR;Men;Tug Of War;Silver
2806;1912;Stockholm;Tug of War;Tug of War;SHEPHERD, James;GBR;Men;Tug Of War;Silver
2807;1912;Stockholm;Wrestling;Wrestling Gre-R;LASANEN, Otto;FIN;Men;- 60KG (Featherweight);Bronze
2808;1912;Stockholm;Wrestling;Wrestling Gre-R;KOSKELO, Kaarlo;FIN;Men;- 60KG (Featherweight);Gold
2809;1912;Stockholm;Wrestling;Wrestling Gre-R;GERSTÄCKER, Georg;GER;Men;- 60KG (Featherweight);Silver
2810;1912;Stockholm;Wrestling;Wrestling Gre-R;JENSEN, Sören Marius;DEN;Men;+ 82.5KG (Super Heavyweight);Bronze
2811;1912;Stockholm;Wrestling;Wrestling Gre-R;SAARELA, Urjö Erik Mikael;FIN;Men;+ 82.5KG (Super Heavyweight);Gold
2812;1912;Stockholm;Wrestling;Wrestling Gre-R;OLIN, Johan Fredrik;FIN;Men;+ 82.5KG (Super Heavyweight);Silver
2813;1912;Stockholm;Wrestling;Wrestling Gre-R;MATIASSON, Edvin;SWE;Men;60 - 67.5KG (Lightweight);Bronze
2814;1912;Stockholm;Wrestling;Wrestling Gre-R;VÄRE, Eemil Ernesti;FIN;Men;60 - 67.5KG (Lightweight);Gold
2815;1912;Stockholm;Wrestling;Wrestling Gre-R;MALMSTRÖM, Gustaf H.;SWE;Men;60 - 67.5KG (Lightweight);Silver
2816;1912;Stockholm;Wrestling;Wrestling Gre-R;ASIKAINEN, Alfred;FIN;Men;67.5 - 75KG (Middleweight);Bronze
2817;1912;Stockholm;Wrestling;Wrestling Gre-R;JOHANSSON, Claes;SWE;Men;67.5 - 75KG (Middleweight);Gold
2818;1912;Stockholm;Wrestling;Wrestling Gre-R;KLEIN, Martin;RU1;Men;67.5 - 75KG (Middleweight);Silver
2819;1912;Stockholm;Wrestling;Wrestling Gre-R;VARGA, Béla;HUN;Men;75 - 82.5KG (Light-Heavyweight);Bronze
2820;1912;Stockholm;Wrestling;Wrestling Gre-R;AHLGREN, Anders;SWE;Men;75 - 82.5KG (Light-Heavyweight);Silver
2821;1912;Stockholm;Wrestling;Wrestling Gre-R;BÖHLING, Ivar Theodor;FIN;Men;75 - 82.5KG (Light-Heavyweight);Silver
2822;1920;Antwerp;Aquatics;Diving;PRIESTE, Harry;USA;Men;10M Platform;Bronze
2823;1920;Antwerp;Aquatics;Diving;PINKSTON, Clarence;USA;Men;10M Platform;Gold
2824;1920;Antwerp;Aquatics;Diving;ADLERZ, Erik;SWE;Men;10M Platform;Silver
2825;1920;Antwerp;Aquatics;Diving;OLLIVIER, Eva;SWE;Women;10M Platform;Bronze
2826;1920;Antwerp;Aquatics;Diving;FRYLAND CLAUSEN, Stefani;DEN;Women;10M Platform;Gold
2827;1920;Antwerp;Aquatics;Diving;ARMSTRONG, Beatrix Eileen;GBR;Women;10M Platform;Silver
2828;1920;Antwerp;Aquatics;Diving;BALBACH, Louis James;USA;Men;3M Springboard;Bronze
2829;1920;Antwerp;Aquatics;Diving;KUEHN, Louis;USA;Men;3M Springboard;Gold
2830;1920;Antwerp;Aquatics;Diving;PINKSTON, Clarence;USA;Men;3M Springboard;Silver
2831;1920;Antwerp;Aquatics;Diving;PAYNE, Thelma;USA;Women;3M Springboard;Bronze
2832;1920;Antwerp;Aquatics;Diving;RIGGIN, Aileen;USA;Women;3M Springboard;Gold
2833;1920;Antwerp;Aquatics;Diving;WAINWRIGHT, Helen;USA;Women;3M Springboard;Silver
2834;1920;Antwerp;Aquatics;Diving;JANSSON, John;SWE;Men;Plain High Diving;Bronze
2835;1920;Antwerp;Aquatics;Diving;WALLMAN, Arvid;SWE;Men;Plain High Diving;Gold
2836;1920;Antwerp;Aquatics;Diving;SKOGLUND, Nils;SWE;Men;Plain High Diving;Silver
2837;1920;Antwerp;Aquatics;Swimming;BLITZ, Gerard;BEL;Men;100M Backstroke;Bronze
2838;1920;Antwerp;Aquatics;Swimming;KEALOHA, Warren Paoa;USA;Men;100M Backstroke;Gold
2839;1920;Antwerp;Aquatics;Swimming;KEGERIS, Raymond;USA;Men;100M Backstroke;Silver
2840;1920;Antwerp;Aquatics;Swimming;HARRIS, William;USA;Men;100M Freestyle;Bronze
2841;1920;Antwerp;Aquatics;Swimming;KAHANAMOKU, Duke Paoa;USA;Men;100M Freestyle;Gold
2842;1920;Antwerp;Aquatics;Swimming;KEALOHA, Pua Kela;USA;Men;100M Freestyle;Silver
2843;1920;Antwerp;Aquatics;Swimming;SCHROTH, Frances;USA;Women;100M Freestyle;Bronze
2844;1920;Antwerp;Aquatics;Swimming;BLEIBTREY, Ethelda;USA;Women;100M Freestyle;Gold
2845;1920;Antwerp;Aquatics;Swimming;GUEST, Irene;USA;Women;100M Freestyle;Silver
2846;1920;Antwerp;Aquatics;Swimming;BEAUREPAIRE, Frank E.;AUS;Men;1500M Freestyle;Bronze
2847;1920;Antwerp;Aquatics;Swimming;ROSS, Norman;USA;Men;1500M Freestyle;Gold
2848;1920;Antwerp;Aquatics;Swimming;VERNOT, George;CAN;Men;1500M Freestyle;Silver
2849;1920;Antwerp;Aquatics;Swimming;AALTONEN, Arvo Ossian;FIN;Men;200M Breaststroke;Bronze
2850;1920;Antwerp;Aquatics;Swimming;MALMROT, Hakan;SWE;Men;200M Breaststroke;Gold
2851;1920;Antwerp;Aquatics;Swimming;HENNING, Tor;SWE;Men;200M Breaststroke;Silver
2852;1920;Antwerp;Aquatics;Swimming;AALTONEN, Arvo Ossian;FIN;Men;400M Breaststroke;Bronze
2853;1920;Antwerp;Aquatics;Swimming;MALMROT, Hakan;SWE;Men;400M Breaststroke;Gold
2854;1920;Antwerp;Aquatics;Swimming;HENNING, Tor;SWE;Men;400M Breaststroke;Silver
2855;1920;Antwerp;Aquatics;Swimming;VERNOT, George;CAN;Men;400M Freestyle;Bronze
2856;1920;Antwerp;Aquatics;Swimming;ROSS, Norman;USA;Men;400M Freestyle;Gold
2857;1920;Antwerp;Aquatics;Swimming;LANGER, Ludy;USA;Men;400M Freestyle;Silver
2858;1920;Antwerp;Aquatics;Swimming;SCHROTH, Frances;USA;Women;400M Freestyle;Bronze
2859;1920;Antwerp;Aquatics;Swimming;BLEIBTREY, Ethelda;USA;Women;400M Freestyle;Gold
2860;1920;Antwerp;Aquatics;Swimming;WOODBRIDGE, Margaret;USA;Women;400M Freestyle;Silver
2861;1920;Antwerp;Aquatics;Swimming;BERG, Aina;SWE;Women;4X100M Freestyle Relay;Bronze
2862;1920;Antwerp;Aquatics;Swimming;GYLLING, Jane;SWE;Women;4X100M Freestyle Relay;Bronze
2863;1920;Antwerp;Aquatics;Swimming;MACHNOW, Emy;SWE;Women;4X100M Freestyle Relay;Bronze
2864;1920;Antwerp;Aquatics;Swimming;NILSSON, Karin;SWE;Women;4X100M Freestyle Relay;Bronze
2865;1920;Antwerp;Aquatics;Swimming;BLEIBTREY, Ethelda;USA;Women;4X100M Freestyle Relay;Gold
2866;1920;Antwerp;Aquatics;Swimming;GUEST, Irene;USA;Women;4X100M Freestyle Relay;Gold
2867;1920;Antwerp;Aquatics;Swimming;SCHROTH, Frances;USA;Women;4X100M Freestyle Relay;Gold
2868;1920;Antwerp;Aquatics;Swimming;WOODBRIDGE, Margaret;USA;Women;4X100M Freestyle Relay;Gold
2869;1920;Antwerp;Aquatics;Swimming;JAMES, Hilda;GBR;Women;4X100M Freestyle Relay;Silver
2870;1920;Antwerp;Aquatics;Swimming;JEANS, Constance Mabel;GBR;Women;4X100M Freestyle Relay;Silver
2871;1920;Antwerp;Aquatics;Swimming;MAC KENZIE, Grace;GBR;Women;4X100M Freestyle Relay;Silver
2872;1920;Antwerp;Aquatics;Swimming;RADCLIFFE, Charlotte;GBR;Women;4X100M Freestyle Relay;Silver
2873;1920;Antwerp;Aquatics;Swimming;ANNISON, Harold Edward;GBR;Men;4X200M Freestyle Relay;Bronze
2874;1920;Antwerp;Aquatics;Swimming;PETER, Edward Percival;GBR;Men;4X200M Freestyle Relay;Bronze
2875;1920;Antwerp;Aquatics;Swimming;SAVAGE, Leslie;GBR;Men;4X200M Freestyle Relay;Bronze
2876;1920;Antwerp;Aquatics;Swimming;TAYLOR, Henry;GBR;Men;4X200M Freestyle Relay;Bronze
2877;1920;Antwerp;Aquatics;Swimming;KAHANAMOKU, Duke Paoa;USA;Men;4X200M Freestyle Relay;Gold
2878;1920;Antwerp;Aquatics;Swimming;KEALOHA, Pua Kela;USA;Men;4X200M Freestyle Relay;Gold
2879;1920;Antwerp;Aquatics;Swimming;MCGILLIVRAY, Perry;USA;Men;4X200M Freestyle Relay;Gold
2880;1920;Antwerp;Aquatics;Swimming;ROSS, Norman;USA;Men;4X200M Freestyle Relay;Gold
2881;1920;Antwerp;Aquatics;Swimming;BEAUREPAIRE, Frank E.;AUS;Men;4X200M Freestyle Relay;Silver
2882;1920;Antwerp;Aquatics;Swimming;HAY, Henry;AUS;Men;4X200M Freestyle Relay;Silver
2883;1920;Antwerp;Aquatics;Swimming;HERALD, William;AUS;Men;4X200M Freestyle Relay;Silver
2884;1920;Antwerp;Aquatics;Swimming;STEDMAN, Ivan;AUS;Men;4X200M Freestyle Relay;Silver
2885;1920;Antwerp;Aquatics;Water polo;ANDERSSON, Erik;SWE;Men;Water Polo;Bronze
2886;1920;Antwerp;Aquatics;Water polo;ANDERSSON, Robert T.;SWE;Men;Water Polo;Bronze
2887;1920;Antwerp;Aquatics;Water polo;ANDERSSON, Vilhelm;SWE;Men;Water Polo;Bronze
2888;1920;Antwerp;Aquatics;Water polo;BACKLUND, Nils;SWE;Men;Water Polo;Bronze
2889;1920;Antwerp;Aquatics;Water polo;BERGQVIST, Erik;SWE;Men;Water Polo;Bronze
2890;1920;Antwerp;Aquatics;Water polo;GUMPEL, Max;SWE;Men;Water Polo;Bronze
2891;1920;Antwerp;Aquatics;Water polo;HANSSON, Pontus;SWE;Men;Water Polo;Bronze
2892;1920;Antwerp;Aquatics;Water polo;JULIN, Harald S.A.;SWE;Men;Water Polo;Bronze
2893;1920;Antwerp;Aquatics;Water polo;NAUMANN, Theodor;SWE;Men;Water Polo;Bronze
2894;1920;Antwerp;Aquatics;Water polo;BUGBEE, Charles;GBR;Men;Water Polo;Gold
2895;1920;Antwerp;Aquatics;Water polo;DEAN, William Henry;GBR;Men;Water Polo;Gold
2896;1920;Antwerp;Aquatics;Water polo;JONES, Christopher;GBR;Men;Water Polo;Gold
2897;1920;Antwerp;Aquatics;Water polo;PEACOCK, William;GBR;Men;Water Polo;Gold
2898;1920;Antwerp;Aquatics;Water polo;PURCELL, Noel M.;GBR;Men;Water Polo;Gold
2899;1920;Antwerp;Aquatics;Water polo;RADMILOVIC, Paul;GBR;Men;Water Polo;Gold
2900;1920;Antwerp;Aquatics;Water polo;SMITH, Charles Sydney;GBR;Men;Water Polo;Gold
2901;1920;Antwerp;Aquatics;Water polo;BAUWENS, René;BEL;Men;Water Polo;Silver
2902;1920;Antwerp;Aquatics;Water polo;BLITZ, Gerard;BEL;Men;Water Polo;Silver
2903;1920;Antwerp;Aquatics;Water polo;BLITZ, Maurice;BEL;Men;Water Polo;Silver
2904;1920;Antwerp;Aquatics;Water polo;DEWIN, Pierre;BEL;Men;Water Polo;Silver
2905;1920;Antwerp;Aquatics;Water polo;DURANT, Albert;BEL;Men;Water Polo;Silver
2906;1920;Antwerp;Aquatics;Water polo;GAILLY, Paul;BEL;Men;Water Polo;Silver
2907;1920;Antwerp;Aquatics;Water polo;NIJS, Pierre;BEL;Men;Water Polo;Silver
2908;1920;Antwerp;Aquatics;Water polo;PLETINCX, Joseph;BEL;Men;Water Polo;Silver
2909;1920;Antwerp;Archery;Archery;FLAMAND, Firmin;BEL;Men;Fixed Bird Target Large Birds;Bronze
2910;1920;Antwerp;Archery;Archery;CLOETENS, Edmond;BEL;Men;Fixed Bird Target Large Birds;Gold
2911;1920;Antwerp;Archery;Archery;VAN DE PERCK, Louis;BEL;Men;Fixed Bird Target Large Birds;Silver
2912;1920;Antwerp;Archery;Archery;CLOETENS, Edmond;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2913;1920;Antwerp;Archery;Archery;FLAMAND, Firmin;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2914;1920;Antwerp;Archery;Archery;HERMANS, Joseph;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2915;1920;Antwerp;Archery;Archery;VAN DE PERCK, Louis;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2916;1920;Antwerp;Archery;Archery;VAN DE VERRE, Auguste;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2917;1920;Antwerp;Archery;Archery;VAN MOER, Edmond;BEL;Men;Fixed Bird Target Large Birds Teams;Gold
2918;1920;Antwerp;Archery;Archery;CLOETENS, Edmond;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2919;1920;Antwerp;Archery;Archery;FLAMAND, Firmin;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2920;1920;Antwerp;Archery;Archery;HERMANS, Joseph;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2921;1920;Antwerp;Archery;Archery;VAN DE PERCK, Louis;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2922;1920;Antwerp;Archery;Archery;VAN DE VERRE, Auguste;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2923;1920;Antwerp;Archery;Archery;VAN MOER, Edmond;BEL;Men;Fixed Bird Target Small Bird, Teams;Gold
2924;1920;Antwerp;Archery;Archery;HERMANS, Joseph;BEL;Men;Fixed Bird Target Small Birds;Bronze
2925;1920;Antwerp;Archery;Archery;VAN MOER, Edmond;BEL;Men;Fixed Bird Target Small Birds;Gold
2926;1920;Antwerp;Archery;Archery;VAN DE PERCK, Louis;BEL;Men;Fixed Bird Target Small Birds;Silver
2927;1920;Antwerp;Archery;Archery;BRULE, Julien Louis;FRA;Men;Moving Bird Target 28M Teams;Bronze
2928;1920;Antwerp;Archery;Archery;EPIN, Léon;FRA;Men;Moving Bird Target 28M Teams;Bronze
2929;1920;Antwerp;Archery;Archery;FAUVEL, Pascal;FRA;Men;Moving Bird Target 28M Teams;Bronze
2930;1920;Antwerp;Archery;Archery;GRISOT, EugÃ¨ne G.;FRA;Men;Moving Bird Target 28M Teams;Bronze
2931;1920;Antwerp;Archery;Archery;LEROY, Paul;FRA;Men;Moving Bird Target 28M Teams;Bronze
2932;1920;Antwerp;Archery;Archery;MABELLON, Artur;FRA;Men;Moving Bird Target 28M Teams;Bronze
2933;1920;Antwerp;Archery;Archery;QUENTIN, Léonce Gaston;FRA;Men;Moving Bird Target 28M Teams;Bronze
2934;1920;Antwerp;Archery;Archery;RICHEZ, Eugène;FRA;Men;Moving Bird Target 28M Teams;Bronze
2935;1920;Antwerp;Archery;Archery;DE BROUWER, Petrus Godefridus;NED;Men;Moving Bird Target 28M Teams;Gold
2936;1920;Antwerp;Archery;Archery;PACKBIERS, Jan Joseph;NED;Men;Moving Bird Target 28M Teams;Gold
2937;1920;Antwerp;Archery;Archery;THEEUWES, Adrianus Cornelis;NED;Men;Moving Bird Target 28M Teams;Gold
2938;1920;Antwerp;Archery;Archery;VAN BUSSELL, Hendrikus;NED;Men;Moving Bird Target 28M Teams;Gold
2939;1920;Antwerp;Archery;Archery;VAN GASTEL, Johannes Jacobus;NED;Men;Moving Bird Target 28M Teams;Gold
2940;1920;Antwerp;Archery;Archery;VAN GESTEL, Jan-Babtiest-Jozef;NED;Men;Moving Bird Target 28M Teams;Gold
2941;1920;Antwerp;Archery;Archery;VAN MERRIENBOER, Adrianus;NED;Men;Moving Bird Target 28M Teams;Gold
2942;1920;Antwerp;Archery;Archery;WILLEMS, Theodorus B.;NED;Men;Moving Bird Target 28M Teams;Gold
2943;1920;Antwerp;Archery;Archery;ALLAERT, Alphonse;BEL;Men;Moving Bird Target 28M Teams;Silver
2944;1920;Antwerp;Archery;Archery;DE KNIBBER, Edmond;BEL;Men;Moving Bird Target 28M Teams;Silver
2945;1920;Antwerp;Archery;Archery;DE MAYER, Jérome;BEL;Men;Moving Bird Target 28M Teams;Silver
2946;1920;Antwerp;Archery;Archery;DELCON, Louis;BEL;Men;Moving Bird Target 28M Teams;Silver
2947;1920;Antwerp;Archery;Archery;FIERENS, Louis;BEL;Men;Moving Bird Target 28M Teams;Silver
2948;1920;Antwerp;Archery;Archery;VAN BEECK, Louis;BEL;Men;Moving Bird Target 28M Teams;Silver
2949;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target 28M Teams;Silver
2950;1920;Antwerp;Archery;Archery;VAN THIELT, Pierre;BEL;Men;Moving Bird Target 28M Teams;Silver
2951;1920;Antwerp;Archery;Archery;ALLAERT, Alphonse;BEL;Men;Moving Bird Target 33M Teams;Gold
2952;1920;Antwerp;Archery;Archery;DE KNIBBER, Edmond;BEL;Men;Moving Bird Target 33M Teams;Gold
2953;1920;Antwerp;Archery;Archery;DE MAYER, Jérome;BEL;Men;Moving Bird Target 33M Teams;Gold
2954;1920;Antwerp;Archery;Archery;DELCON, Louis;BEL;Men;Moving Bird Target 33M Teams;Gold
2955;1920;Antwerp;Archery;Archery;FIERENS, Louis;BEL;Men;Moving Bird Target 33M Teams;Gold
2956;1920;Antwerp;Archery;Archery;VAN BEECK, Louis;BEL;Men;Moving Bird Target 33M Teams;Gold
2957;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target 33M Teams;Gold
2958;1920;Antwerp;Archery;Archery;VAN THIELT, Pierre;BEL;Men;Moving Bird Target 33M Teams;Gold
2959;1920;Antwerp;Archery;Archery;BRULE, Julien Louis;FRA;Men;Moving Bird Target 33M Teams;Silver
2960;1920;Antwerp;Archery;Archery;EPIN, Léon;FRA;Men;Moving Bird Target 33M Teams;Silver
2961;1920;Antwerp;Archery;Archery;FAUVEL, Pascal;FRA;Men;Moving Bird Target 33M Teams;Silver
2962;1920;Antwerp;Archery;Archery;GRISOT, EugÃ¨ne G.;FRA;Men;Moving Bird Target 33M Teams;Silver
2963;1920;Antwerp;Archery;Archery;LEROY, Paul;FRA;Men;Moving Bird Target 33M Teams;Silver
2964;1920;Antwerp;Archery;Archery;MABELLON, Artur;FRA;Men;Moving Bird Target 33M Teams;Silver
2965;1920;Antwerp;Archery;Archery;QUENTIN, Léonce Gaston;FRA;Men;Moving Bird Target 33M Teams;Silver
2966;1920;Antwerp;Archery;Archery;RICHEZ, Eugène;FRA;Men;Moving Bird Target 33M Teams;Silver
2967;1920;Antwerp;Archery;Archery;ALLAERT, Alphonse;BEL;Men;Moving Bird Target 50M Teams;Gold
2968;1920;Antwerp;Archery;Archery;DE KNIBBER, Edmond;BEL;Men;Moving Bird Target 50M Teams;Gold
2969;1920;Antwerp;Archery;Archery;DE MAYER, Jérome;BEL;Men;Moving Bird Target 50M Teams;Gold
2970;1920;Antwerp;Archery;Archery;DELCON, Louis;BEL;Men;Moving Bird Target 50M Teams;Gold
2971;1920;Antwerp;Archery;Archery;FIERENS, Louis;BEL;Men;Moving Bird Target 50M Teams;Gold
2972;1920;Antwerp;Archery;Archery;VAN BEECK, Louis;BEL;Men;Moving Bird Target 50M Teams;Gold
2973;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target 50M Teams;Gold
2974;1920;Antwerp;Archery;Archery;VAN THIELT, Pierre;BEL;Men;Moving Bird Target 50M Teams;Gold
2975;1920;Antwerp;Archery;Archery;BRULE, Julien Louis;FRA;Men;Moving Bird Target 50M Teams;Silver
2976;1920;Antwerp;Archery;Archery;EPIN, Léon;FRA;Men;Moving Bird Target 50M Teams;Silver
2977;1920;Antwerp;Archery;Archery;FAUVEL, Pascal;FRA;Men;Moving Bird Target 50M Teams;Silver
2978;1920;Antwerp;Archery;Archery;GRISOT, EugÃ¨ne G.;FRA;Men;Moving Bird Target 50M Teams;Silver
2979;1920;Antwerp;Archery;Archery;LEROY, Paul;FRA;Men;Moving Bird Target 50M Teams;Silver
2980;1920;Antwerp;Archery;Archery;MABELLON, Artur;FRA;Men;Moving Bird Target 50M Teams;Silver
2981;1920;Antwerp;Archery;Archery;QUENTIN, Léonce Gaston;FRA;Men;Moving Bird Target 50M Teams;Silver
2982;1920;Antwerp;Archery;Archery;RICHEZ, Eugène;FRA;Men;Moving Bird Target 50M Teams;Silver
2983;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target, 28M;Gold
2984;1920;Antwerp;Archery;Archery;QUENTIN, Léonce Gaston;FRA;Men;Moving Bird Target, 28M;Silver
2985;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target, 33M;Gold
2986;1920;Antwerp;Archery;Archery;BRULE, Julien Louis;FRA;Men;Moving Bird Target, 33M;Silver
2987;1920;Antwerp;Archery;Archery;BRULE, Julien Louis;FRA;Men;Moving Bird Target, 50M;Gold
2988;1920;Antwerp;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Moving Bird Target, 50M;Silver
2989;1920;Antwerp;Athletics;Athletics;WILSON, James;GBR;Men;10000M;Bronze
2990;1920;Antwerp;Athletics;Athletics;NURMI, Paavo;FIN;Men;10000M;Gold
2991;1920;Antwerp;Athletics;Athletics;GUILLEMOT, Joseph;FRA;Men;10000M;Silver
2992;1920;Antwerp;Athletics;Athletics;GUNN, Charles;GBR;Men;10000M Walk;Bronze
2993;1920;Antwerp;Athletics;Athletics;FRIGERIO, Ugo;ITA;Men;10000M Walk;Gold
2994;1920;Antwerp;Athletics;Athletics;PEARMAN, Joseph;USA;Men;10000M Walk;Silver
2995;1920;Antwerp;Athletics;Athletics;EDWARD, Harry;GBR;Men;100M;Bronze
2996;1920;Antwerp;Athletics;Athletics;PADDOCK, Charles;USA;Men;100M;Gold
2997;1920;Antwerp;Athletics;Athletics;KIRKSEY, Morris;USA;Men;100M;Silver
2998;1920;Antwerp;Athletics;Athletics;MURRAY, Frederick;USA;Men;110M Hurdles;Bronze
2999;1920;Antwerp;Athletics;Athletics;THOMSON, Earl;CAN;Men;110M Hurdles;Gold
3000;1920;Antwerp;Athletics;Athletics;BARRON, Harold;USA;Men;110M Hurdles;Silver
3001;1920;Antwerp;Athletics;Athletics;SHIELDS, Marion Lawrence;USA;Men;1500M;Bronze
3002;1920;Antwerp;Athletics;Athletics;HILL, Albert;GBR;Men;1500M;Gold
3003;1920;Antwerp;Athletics;Athletics;NOEL-BAKER, Philipp John;GBR;Men;1500M;Silver
3004;1920;Antwerp;Athletics;Athletics;EDWARD, Harry;GBR;Men;200M;Bronze
3005;1920;Antwerp;Athletics;Athletics;WOODRING, Allen;USA;Men;200M;Gold
3006;1920;Antwerp;Athletics;Athletics;PADDOCK, Charles;USA;Men;200M;Silver
3007;1920;Antwerp;Athletics;Athletics;AMBROSINI, Ernesto;ITA;Men;3000M Steeplechase;Bronze
3008;1920;Antwerp;Athletics;Athletics;HODGE, Percy;GBR;Men;3000M Steeplechase;Gold
3009;1920;Antwerp;Athletics;Athletics;FLYNN, Patrick;USA;Men;3000M Steeplechase;Silver
3010;1920;Antwerp;Athletics;Athletics;BACKMAN, Erik;SWE;Men;3000M Team;Bronze
3011;1920;Antwerp;Athletics;Athletics;LUNDGREN, Sven;SWE;Men;3000M Team;Bronze
3012;1920;Antwerp;Athletics;Athletics;WIDE, Edvin;SWE;Men;3000M Team;Bronze
3013;1920;Antwerp;Athletics;Athletics;BROWN, Horace Hallock;USA;Men;3000M Team;Gold
3014;1920;Antwerp;Athletics;Athletics;DRESSER, Ivan;USA;Men;3000M Team;Gold
3015;1920;Antwerp;Athletics;Athletics;SCHARDT, Arlie Alfred;USA;Men;3000M Team;Gold
3016;1920;Antwerp;Athletics;Athletics;BLEWITT, Charles Edward;GBR;Men;3000M Team;Silver
3017;1920;Antwerp;Athletics;Athletics;HILL, Albert;GBR;Men;3000M Team;Silver
3018;1920;Antwerp;Athletics;Athletics;SEAGROVE, William Raymond;GBR;Men;3000M Team;Silver
3019;1920;Antwerp;Athletics;Athletics;REMER, Richard Frederick;USA;Men;3000M Walk;Bronze
3020;1920;Antwerp;Athletics;Athletics;FRIGERIO, Ugo;ITA;Men;3000M Walk;Gold
3021;1920;Antwerp;Athletics;Athletics;PARKER, George;AUS;Men;3000M Walk;Silver
3022;1920;Antwerp;Athletics;Athletics;ENGDAHL, Nils;SWE;Men;400M;Bronze
3023;1920;Antwerp;Athletics;Athletics;RUDD, Bevil Gordon D'Urban;RSA;Men;400M;Gold
3024;1920;Antwerp;Athletics;Athletics;BUTLER, Guy Montagu;GBR;Men;400M;Silver
3025;1920;Antwerp;Athletics;Athletics;DESCH, August George;USA;Men;400M Hurdles;Bronze
3026;1920;Antwerp;Athletics;Athletics;LOOMIS, Frank;USA;Men;400M Hurdles;Gold
3027;1920;Antwerp;Athletics;Athletics;NORTON, John Kelley;USA;Men;400M Hurdles;Silver
3028;1920;Antwerp;Athletics;Athletics;HOLMSTRÖM, Agne;SWE;Men;4X100M Relay;Bronze
3029;1920;Antwerp;Athletics;Athletics;MALM, Sven;SWE;Men;4X100M Relay;Bronze
3030;1920;Antwerp;Athletics;Athletics;PETERSSON, R. William E.;SWE;Men;4X100M Relay;Bronze
3031;1920;Antwerp;Athletics;Athletics;SANDSTRÖM, Nils;SWE;Men;4X100M Relay;Bronze
3032;1920;Antwerp;Athletics;Athletics;KIRKSEY, Morris;USA;Men;4X100M Relay;Gold
3033;1920;Antwerp;Athletics;Athletics;MURCHISON, Loren;USA;Men;4X100M Relay;Gold
3034;1920;Antwerp;Athletics;Athletics;PADDOCK, Charles;USA;Men;4X100M Relay;Gold
3035;1920;Antwerp;Athletics;Athletics;SCHOLZ, Jackson;USA;Men;4X100M Relay;Gold
